City,Lat,Lng,Temp,Humidity,Cloudiness,Wind Speed,Country,Date
Jinchang,38.4953,102.1739,48.52,48,79,5.37,CN,1635091542
Alice Springs,-23.7,133.8833,65.75,52,100,0.0,AU,1635091277
Cape Canaveral,28.4058,-80.6048,83.37,76,40,6.91,US,1635091260
Sibolga,1.7427,98.7792,76.24,89,99,1.95,ID,1635091542
Grand Gaube,-20.0064,57.6608,76.37,71,16,5.99,MU,1635091542
Kaseda-shirakame,31.4167,130.3167,64.74,74,100,10.25,JP,1635091543
Coyhaique,-45.5752,-72.0662,48.25,95,93,12.1,CL,1635091262
Lompoc,34.6391,-120.4579,57.45,80,75,8.05,US,1635091543
Trelew,-43.249,-65.3051,72.72,25,100,35.97,AR,1635091543
Ocampo,21.65,-101.5,62.96,48,82,3.51,MX,1635091544
Katherine,-14.4667,132.2667,88.12,48,40,10.36,AU,1635091544
Lahān,26.7296,86.4951,73.15,81,1,4.83,NP,1635091545
Ulety,51.3572,112.4849,32.97,80,20,5.59,RU,1635091545
Kaniv,49.7518,31.46,41.95,66,93,11.97,UA,1635091545
Miraflores,19.2167,-98.8083,63.32,71,98,3.02,MX,1635091545
Richards Bay,-28.783,32.0377,65.01,67,99,8.34,ZA,1635091546
Nanortalik,60.1432,-45.2371,35.28,69,53,10.42,GL,1635091546
Samarai,-10.6167,150.6667,80.38,84,26,9.95,PG,1635091546
Taldan,53.6667,124.8,32.02,87,24,0.94,RU,1635091547
Iberia,29.9502,-91.7507,74.26,88,90,5.75,US,1635091547
San Miguel de Tucumán,-26.8241,-65.2226,82.4,30,0,14.97,AR,1635091548
Kushiro,42.975,144.3747,43.81,85,0,5.23,JP,1635091548
Poum,-20.2333,164.0167,73.71,79,16,8.34,NC,1635091548
Westport,41.1415,-73.3579,55.71,69,5,1.01,US,1635091261
St. George's,12.0564,-61.7485,83.88,65,59,16.58,GD,1635091549
Gamba,-2.65,10.0,78.1,82,95,7.85,GA,1635091549
Carnarvon,-24.8667,113.6333,69.87,68,75,21.85,AU,1635091550
Dudinka,69.4058,86.1778,23.99,97,100,7.09,RU,1635091550
La Romana,18.4273,-68.9728,88.16,62,20,5.75,DO,1635091550
Almaty,43.25,76.95,35.51,81,0,4.47,KZ,1635091550
Fort Nelson,58.8053,-122.7002,31.95,90,45,1.9,CA,1635091551
Adrar,20.5022,-10.0711,95.63,16,6,2.13,MR,1635091413
Malabo,3.75,8.7833,81.21,82,41,8.1,GQ,1635091551
Belyy Yar,53.6039,91.3903,46.29,66,0,17.9,RU,1635091552
Gizo Government Station,-8.103,156.8419,81.93,75,38,4.29,SB,1635091552
Lakes Entrance,-37.8811,147.981,47.16,67,11,13.44,AU,1635091552
Malatya Province,38.5,38.0,46.45,34,0,6.91,TR,1635091553
Kostomuksha,64.571,30.5767,24.51,95,99,7.0,RU,1635091553
Kapit,2.0167,112.9333,73.89,99,100,0.51,MY,1635091553
Sergeevka,53.88,67.4158,51.48,35,100,21.61,KZ,1635091554
Dauriya,49.9333,116.8667,23.92,84,19,1.16,RU,1635091554
Dongsheng,39.8161,109.9776,44.78,36,86,4.18,CN,1635091554
Glebychevo,60.4387,28.7183,36.0,62,98,6.42,RU,1635091555
Boca do Acre,-8.7522,-67.3978,100.89,33,88,4.12,BR,1635091555
Yulara,-25.2406,130.9889,65.16,33,18,12.1,AU,1635091277
Dwārka,22.2394,68.9678,81.34,60,0,8.48,IN,1635091555
Saint-Philippe,-21.3585,55.7679,75.09,79,21,12.68,RE,1635091556
Eldorado,-23.7869,-54.2836,75.07,62,73,11.7,BR,1635091556
Cascais,38.6979,-9.4215,71.62,46,0,1.99,PT,1635091557
Banda Aceh,5.5577,95.3222,79.65,82,100,6.38,ID,1635091557
Fare,-16.7,-151.0167,74.61,94,100,10.45,PF,1635091557
Provideniya,64.3833,-173.3,19.18,82,45,6.89,RU,1635091558
Kisi,9.0833,3.85,87.4,57,69,3.6,NG,1635091558
Tomakomai,42.6369,141.6033,35.98,100,20,1.14,JP,1635091558
Roald,62.5833,6.1333,53.56,66,75,11.5,NO,1635091559
Turukhansk,65.8167,87.9833,30.18,94,100,14.16,RU,1635091559
Zugdidi,42.5088,41.8709,54.63,83,99,2.42,GE,1635091559
General Roca,-39.0333,-67.5833,75.61,25,1,34.11,AR,1635091560
Las Palmas,28.4204,-14.0131,72.39,64,20,11.5,ES,1635091560
Itapecerica,-20.4725,-45.1256,81.3,57,100,11.74,BR,1635091560
Usevya,-7.1,31.2333,84.99,33,60,1.72,TZ,1635091561
Geelong,-38.1471,144.3607,48.97,82,90,4.0,AU,1635091371
Eyl,7.9803,49.8164,79.61,76,1,12.46,SO,1635091561
San Patricio,28.017,-97.5169,83.53,66,4,9.24,US,1635091562
Bariloche,-41.1456,-71.3082,44.8,87,100,14.83,AR,1635091427
Lebu,-37.6167,-73.65,57.27,75,7,8.61,CL,1635091269
Tiksi,71.6872,128.8694,3.79,96,100,8.41,RU,1635091563
Voh,-20.9667,164.7,69.19,89,11,3.87,NC,1635091563
Makakilo City,21.3469,-158.0858,72.09,86,90,0.0,US,1635091358
Sangar,63.9242,127.4739,19.09,96,100,5.88,RU,1635091564
Smolenka,52.1352,113.4974,32.07,64,45,2.24,RU,1635091564
West Plains,36.7281,-91.8524,74.16,78,30,13.0,US,1635091355
Kloulklubed,7.0419,134.2556,81.1,71,18,6.98,PW,1635091565
Kharp,66.8014,65.8081,19.38,92,69,7.34,RU,1635091565
Srednekolymsk,67.45,153.6833,-9.81,97,100,2.59,RU,1635091566
Yerbogachën,61.2767,108.0108,34.16,97,100,11.18,RU,1635091566
Jizan,17.3333,42.6667,88.02,54,5,7.83,SA,1635091567
Kununurra,-15.7667,128.7333,82.38,69,19,4.61,AU,1635091567
Chimbote,-9.0853,-78.5783,68.16,72,67,8.79,PE,1635091567
Fairbanks,64.8378,-147.7164,25.38,87,75,0.0,US,1635091568
Sadon,42.8518,44.0037,41.58,67,73,7.58,RU,1635091568
Shimoda,34.6667,138.95,57.11,69,89,7.38,JP,1635091568
Ippy,6.2679,21.2247,78.33,82,80,1.95,CF,1635091569
Tazovsky,67.4667,78.7,26.64,93,100,14.05,RU,1635091569
Faya,18.3851,42.4509,64.92,66,5,5.57,SA,1635091570
Angoche,-16.2325,39.9086,79.3,80,0,17.94,MZ,1635091570
Teguise,29.0605,-13.564,73.62,50,20,13.8,ES,1635091571
Letterkenny,54.95,-7.7333,57.09,83,70,13.4,IE,1635091571
Kawalu,-7.3817,108.2082,74.52,95,96,2.51,ID,1635091571
Ranong,9.9658,98.6348,77.86,90,86,4.41,TH,1635091572
Corinth,37.9407,22.9573,65.53,80,100,6.98,GR,1635091572
Penticton,49.4806,-119.5858,48.04,87,90,0.0,CA,1635091529
Nouadhibou,20.931,-17.0347,69.01,81,54,22.93,MR,1635091573
Nadym,65.5333,72.5167,25.59,80,11,21.27,RU,1635091573
Weligama,5.9667,80.4167,78.87,82,55,8.57,LK,1635091573
Aswān,24.0934,32.907,82.45,16,0,10.67,EG,1635091566
Lüderitz,-26.6481,15.1594,70.48,47,0,27.45,NA,1635091574
Korla,41.7597,86.1469,51.17,35,0,4.54,CN,1635091574
Kampene,-3.6,26.6667,72.68,93,50,0.65,CD,1635091575
Omsukchan,62.5333,155.8,-4.49,95,49,3.51,RU,1635091575
Portland,45.5234,-122.6762,52.61,92,90,3.0,US,1635091356
Cortez,37.3489,-108.5859,48.02,66,90,0.0,US,1635091576
Jiwani,25.05,61.7417,79.92,71,0,7.49,PK,1635091576
Boddam,57.4667,-1.7833,53.92,86,18,24.81,GB,1635091576
Sitka,57.0531,-135.33,42.69,81,40,6.91,US,1635091577
Roxana,10.2753,-83.7513,88.36,57,8,4.32,CR,1635091577
Huanren,41.2647,125.3667,40.66,87,0,3.15,CN,1635091577
Port Augusta,-32.5,137.7667,54.72,58,0,7.31,AU,1635091578
Lorengau,-2.0226,147.2712,81.25,78,100,7.11,PG,1635091578
Nānākuli,21.3906,-158.1547,73.71,83,90,0.0,US,1635091579
Meulaboh,4.1363,96.1285,75.67,91,100,6.06,ID,1635091415
El Alto,-4.2714,-81.2147,73.06,70,71,11.34,PE,1635091579
Aborlan,9.4352,118.5492,77.49,86,47,2.48,PH,1635091580
Ibrā’,22.6906,58.5334,87.13,23,18,6.62,OM,1635091580
Akdepe,42.0551,59.3788,55.4,22,53,5.73,TM,1635091580
Hurghada,27.2574,33.8129,76.01,52,0,16.53,EG,1635091467
Bambous Virieux,-20.3428,57.7575,76.21,76,26,13.51,MU,1635091581
Abu Kamal,34.4506,40.9171,75.18,26,0,5.17,SY,1635091581
Okha,53.5739,142.9478,30.61,87,52,10.02,RU,1635091581
Erciş,39.0287,43.3586,47.8,37,5,0.72,TR,1635091581
Chumikan,54.7183,135.315,38.93,78,97,16.33,RU,1635091582
Point Pleasant,40.0832,-74.0682,59.2,62,90,1.99,US,1635091582
Mahon,39.8885,4.2658,68.56,83,40,9.22,ES,1635091453
Lagos,6.5833,3.75,83.93,68,69,6.78,NG,1635091583
São Félix do Xingu,-6.6447,-51.995,91.49,45,55,4.56,BR,1635091583
Betsiamites,48.9413,-68.646,46.49,76,100,14.9,CA,1635091583
Yuanping,38.7153,112.7575,49.03,56,43,0.47,CN,1635091583
Nakama,33.8167,130.7,55.36,86,100,1.01,JP,1635091584
Thunder Bay,48.4001,-89.3168,40.3,78,17,1.01,CA,1635091527
Wanaka,-44.7,169.15,55.11,86,95,1.01,NZ,1635091584
Calatayud,41.3535,-1.6432,69.42,22,0,1.45,ES,1635091584
Panguna,-6.3164,155.4848,66.99,96,73,1.41,PG,1635091585
Mar del Plata,-38.0023,-57.5575,66.04,51,0,10.0,AR,1635091585
Līsakovsk,52.5369,62.4936,53.55,34,99,16.8,KZ,1635091585
Cartagena,10.3997,-75.5144,83.82,84,75,6.91,CO,1635091510
Tuatapere,-46.1333,167.6833,51.12,97,92,2.37,NZ,1635091586
Parintins,-2.6283,-56.7358,93.36,45,74,5.12,BR,1635091399
Bilma,18.6853,12.9164,94.06,9,0,6.35,NE,1635091586
Pucara,-15.9803,-71.4606,54.88,9,1,11.34,PE,1635091586
Lodja,-3.4833,23.4333,73.56,94,58,4.27,CD,1635091587
Pochutla,15.7432,-96.4661,85.82,61,100,2.8,MX,1635091587
Lindi,-10.0,39.7167,77.23,81,49,6.31,TZ,1635091587
Isangel,-19.55,169.2667,73.2,85,41,10.4,VU,1635091588
Cravo Norte,6.3017,-70.2041,90.45,51,45,11.95,CO,1635091588
Mishelevka,52.8575,103.1719,37.58,85,56,4.12,RU,1635091589
Sal Rei,16.1833,-22.9167,82.96,71,3,18.43,CV,1635091589
Tsabong,-26.0217,22.401,78.71,16,0,6.26,BW,1635091589
Haines Junction,60.7522,-137.5108,25.77,87,9,2.53,CA,1635091590
Acapulco de Juárez,16.8634,-99.8901,76.82,88,90,14.97,MX,1635091590
Rocha,-34.4833,-54.3333,67.05,39,0,10.02,UY,1635091590
Sligo,54.2697,-8.4694,55.33,82,75,5.75,IE,1635091590
Broken Hill,-31.95,141.4333,56.16,39,0,9.04,AU,1635091591
Ledyard Center,41.4398,-72.0142,54.32,51,1,1.01,US,1635091591
Saint-Augustin,51.226,-58.6502,48.16,82,100,17.43,CA,1635091592
Ashland,40.8167,-82.2665,50.68,93,100,8.46,US,1635091452
Paamiut,61.994,-49.6678,30.69,33,29,8.99,GL,1635091592
Vila Franca do Campo,37.7167,-25.4333,70.21,57,10,5.39,PT,1635091593
Plesetsk,62.708,40.2916,28.02,94,45,7.52,RU,1635091593
Naze,28.3667,129.4833,70.81,64,91,14.14,JP,1635091593
Acarigua,9.5545,-69.1956,84.18,72,67,1.66,VE,1635091594
Quixadá,-4.9714,-39.0153,87.51,47,99,6.85,BR,1635091594
Port Moresby,-9.4431,147.1797,76.14,90,74,2.68,PG,1635091594
Severo-Kuril'sk,50.6789,156.125,38.07,72,59,15.08,RU,1635091595
Redlands,34.0556,-117.1825,59.47,83,100,2.57,US,1635091595
Palembang,-2.9167,104.7458,76.98,91,94,3.22,ID,1635091596
Sebaste,11.5901,122.0945,78.31,87,98,2.84,PH,1635091596
Cortland,42.6001,-76.083,50.09,77,75,5.75,US,1635091476
Salalah,17.0151,54.0924,78.89,73,0,3.44,OM,1635091596
Geraldton,-28.7667,114.6,64.81,77,75,9.22,AU,1635091597
Arrondissement de Saint-Denis,48.9167,2.3333,56.95,59,0,8.05,FR,1635091597
Gondanglegi,-7.7479,112.0132,76.08,86,100,9.42,ID,1635091597
Jiuquan,39.7432,98.5174,45.48,33,83,9.24,CN,1635091598
Yenagoa,4.9247,6.2642,88.81,58,29,1.99,NG,1635091598
Wilmington,34.2257,-77.9447,76.48,72,40,9.22,US,1635091599
Beidao,34.5686,105.8933,49.8,88,75,3.2,CN,1635091599
Kuusankoski,60.907,26.6244,31.41,85,0,1.99,FI,1635091599
Hobyo,5.3505,48.5268,80.73,76,10,10.65,SO,1635091600
Dovolnoye,54.4958,79.6671,49.08,77,100,10.67,RU,1635091600
Carutapera,-1.195,-46.02,89.87,54,9,10.2,BR,1635091601
Skjervøy,70.0311,20.9714,24.8,63,100,16.22,NO,1635091601
Ndélé,8.4109,20.6473,76.91,82,67,6.87,CF,1635091601
Mangai,-4.05,19.5333,73.78,91,98,1.7,CD,1635091601
Quevedo,-1.0333,-79.45,80.92,67,93,4.83,EC,1635091559
La Asuncion,11.0333,-63.8628,83.28,71,68,15.84,VE,1635091602
Port Macquarie,-31.4333,152.9167,60.89,78,97,4.99,AU,1635091602
Nauchnyy Gorodok,53.4203,83.521,45.46,76,0,13.42,RU,1635091602
Ndjolé,-0.1783,10.7649,82.76,80,60,3.22,GA,1635091603
Amlapura,-8.45,115.6167,77.14,83,100,5.44,ID,1635091603
Nemuro,43.3236,145.575,51.71,73,0,8.14,JP,1635091603
Aykhal,66.0,111.5,18.68,99,93,5.28,RU,1635091604
Thinadhoo,0.5333,72.9333,83.75,69,10,13.56,MV,1635091604
Great Falls,47.5002,-111.3008,48.56,50,1,5.99,US,1635091538
Majene,-3.5403,118.9707,79.29,86,55,2.57,ID,1635091605
Alvand,36.3187,49.1678,47.59,74,6,3.83,IR,1635091605
Būndi,25.4417,75.6417,76.21,54,24,4.76,IN,1635091605
Okhotsk,59.3833,143.3,19.56,84,99,5.99,RU,1635091606
Taltal,-25.4,-70.4833,63.93,69,13,6.98,CL,1635091606
Matías Romero,16.8833,-95.0333,82.26,71,72,9.24,MX,1635091606
Deming,32.2687,-107.7586,64.29,32,1,8.05,US,1635091400
Marsh Harbour,26.5412,-77.0636,81.19,74,99,8.59,BS,1635091532
Itaituba,-4.2761,-55.9836,97.93,37,98,5.06,BR,1635091607
Ulladulla,-35.35,150.4667,54.39,79,98,2.24,AU,1635091607
Amapá,1.0,-52.0,88.48,50,63,3.13,BR,1635091608
Usinsk,65.9939,57.5281,20.93,95,96,6.76,RU,1635091608
Sanguéya,10.7,-14.3667,85.3,71,99,4.59,GN,1635091608
Caçador,-26.7753,-51.015,68.61,52,53,8.99,BR,1635091609
Terrace,54.5163,-128.6035,37.42,91,74,5.08,CA,1635091609
Morgan City,29.6994,-91.2068,81.93,94,100,6.02,US,1635091609
Crotone,39.0851,17.1178,64.49,88,100,11.21,IT,1635091609
Hambantota,6.1241,81.1185,80.94,83,40,5.75,LK,1635091610
Bendigo,-36.7667,144.2833,37.2,93,2,5.57,AU,1635091610
Berdigestyakh,62.0989,126.6992,30.13,94,100,6.76,RU,1635091610
Smithers,54.7804,-127.1743,38.55,81,98,1.28,CA,1635091611
Kidal,18.4411,1.4078,98.94,16,56,3.11,ML,1635091611
Camaná,-16.6228,-72.7111,64.26,75,92,9.35,PE,1635091611
Puerto Cabezas,14.0351,-83.3888,82.47,83,31,8.75,NI,1635091612
Port-Gentil,-0.7193,8.7815,78.87,83,60,10.96,GA,1635091612
Salem,11.65,78.1667,75.85,87,100,2.48,IN,1635091451
Vao,-22.6667,167.4833,70.47,70,33,13.24,NC,1635091613
Diamantino,-14.4086,-56.4461,90.77,47,98,6.24,BR,1635091613
Nara,34.6851,135.8049,56.46,56,95,2.53,JP,1635091323
Honningsvåg,70.9821,25.9704,29.95,93,40,3.44,NO,1635091614
Devesel,44.4689,22.6672,48.87,61,2,1.72,RO,1635091614
Valparaíso,-33.0393,-71.6273,80.15,31,0,10.36,CL,1635091614
Port Hedland,-20.3167,118.5667,73.45,64,4,5.75,AU,1635091615
Nueva Italia de Ruiz,19.0167,-102.1,80.24,80,100,2.62,MX,1635091615
Mbuji-Mayi,-6.15,23.6,83.41,59,82,4.18,CD,1635091527
Tucumã,-0.1833,-50.05,90.97,52,25,8.86,BR,1635091615
Talnakh,69.4865,88.3972,24.26,97,100,5.35,RU,1635091616
Ostrovnoy,68.0531,39.5131,27.0,89,68,24.02,RU,1635091616
Barra de Tecoanapa,16.5167,-98.75,80.42,71,100,5.75,MX,1635091616
Jimeta,9.2833,12.4667,94.82,38,84,1.9,NG,1635091617
Labuan,5.2767,115.2417,80.76,75,100,7.47,MY,1635091617
Coquimbo,-29.9533,-71.3436,64.13,63,0,14.97,CL,1635091617
Altamira,-3.2033,-52.2064,89.17,51,82,4.34,BR,1635091618
Susanville,40.4163,-120.653,38.82,97,90,3.0,US,1635091618
Saint-Pierre,-21.3393,55.4781,75.72,73,90,4.61,RE,1635091618
Rādhanpur,23.8333,71.6,81.77,51,0,2.77,IN,1635091619
Ust-Kuyga,70.0167,135.6,4.91,97,100,1.72,RU,1635091619
Wainwright,52.839,-110.8572,40.84,80,58,4.43,CA,1635091619
Zhangaözen,43.3,52.8,56.62,22,9,8.48,KZ,1635091620
Tuy Hoa,13.0833,109.3,77.61,91,100,13.6,VN,1635091620
Quatre Cocos,-20.2078,57.7625,76.08,75,22,14.05,MU,1635091620
Makkah al Mukarramah,21.4267,39.8261,84.29,51,2,7.23,SA,1635091511
San Quintín,30.4833,-115.95,65.44,74,22,10.85,MX,1635091621
Fort Saint James,54.4333,-124.25,36.0,88,38,2.46,CA,1635091622
Baryatino,54.3121,34.521,33.78,76,75,10.69,RU,1635091622
Bonthe,7.5264,-12.505,82.8,72,92,8.3,SL,1635091623
Kibre Mengist,5.8833,38.9833,62.37,68,42,1.05,ET,1635091623
Litoměřice,50.5335,14.1318,48.87,55,36,5.03,CZ,1635091624
Nantucket,41.2835,-70.0995,53.47,55,1,13.8,US,1635091624
Hampton,37.0299,-76.3452,71.33,65,20,9.22,US,1635091395
Noumea,-22.2763,166.4572,66.18,76,42,8.95,NC,1635091624
Kathu,7.9178,98.3332,84.69,99,98,4.63,TH,1635091625
Morvi,22.8167,70.8333,79.03,56,0,10.0,IN,1635091625
San Antonio,29.4241,-98.4936,77.59,80,75,8.05,US,1635091506
Henties Bay,-22.116,14.2845,61.86,79,4,10.29,NA,1635091625
Tezu,27.9167,96.1667,70.38,76,1,3.62,IN,1635091626
Malinyi,-8.9333,36.1333,89.6,28,68,3.96,TZ,1635091626
Road Town,18.4167,-64.6167,81.52,83,75,8.05,VG,1635091626
Buchanan,5.8808,-10.0467,82.18,73,96,7.67,LR,1635091627
Kavaratti,10.5669,72.642,82.36,72,63,3.13,IN,1635091627
Aboso,5.3617,-1.9473,80.65,84,93,5.57,GH,1635091627
Dutse,11.7594,9.3392,92.34,23,15,5.64,NG,1635091628
Cockburn Town,21.4612,-71.1419,83.14,71,18,18.14,TC,1635091628
Riyadh,24.6877,46.7219,91.54,13,0,8.66,SA,1635091524
Caravelas,-17.7125,-39.2481,85.77,60,36,10.8,BR,1635091628
Bela,25.9333,81.9833,75.25,61,0,6.22,IN,1635091629
Erzin,36.9559,36.2,70.52,70,0,4.68,TR,1635091629
College,64.8569,-147.8028,25.56,87,75,4.61,US,1635091630
Acarí,-15.4311,-74.6158,71.92,58,58,8.86,PE,1635091630
Philadelphia,39.9523,-75.1638,55.49,71,90,3.0,US,1635091631
Mutoko,-17.397,32.2268,85.06,22,57,3.69,ZW,1635091631
Taoudenni,22.6783,-3.9836,98.44,14,0,2.95,ML,1635091631
Carauari,-4.8828,-66.8958,89.28,64,41,3.4,BR,1635091632
Vågåmo,61.8751,9.0967,36.39,88,100,4.29,NO,1635091632
Nome,64.5011,-165.4064,26.65,86,90,3.44,US,1635091632
Rotterdam,51.9225,4.4792,53.92,72,6,9.22,NL,1635091604
Raudeberg,61.9875,5.1352,50.86,91,100,17.0,NO,1635091633
Marquette,46.5333,-87.6335,40.89,87,56,6.8,US,1635091633
Aranos,-24.1333,19.1167,82.02,13,0,2.35,NA,1635091633
Petatlán,17.5167,-101.2667,76.8,90,100,3.02,MX,1635091634
Espita,21.0167,-88.3167,88.32,59,93,7.31,MX,1635091634
Porto Seguro,-16.4497,-39.0647,82.92,74,75,14.97,BR,1635091634
Takoradze,4.8845,-1.7554,80.37,81,93,9.71,GH,1635091635
Lastoursville,-0.8143,12.7287,78.96,89,62,0.16,GA,1635091635
Wewak,-3.5534,143.6268,79.18,83,100,4.54,PG,1635091635
Krasnyy Oktyabr',56.1167,38.8833,33.76,77,98,12.53,RU,1635091365
Morwa,22.9,73.8333,75.45,57,40,7.34,IN,1635091636
Killybegs,54.6333,-8.45,55.11,82,69,19.3,IE,1635091636
